[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=0) = 0.0
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=1) = -2.0000000000000004
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=2) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=3) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=4) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=5) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=6) = -4.0
[2025-10-05 22:36:57] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1) = -0.219970703125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3347) = -1.965576171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3099) = -2.359130859375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3208) = -3.185791015625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3164) = -2.858642578125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3142) = -3.022705078125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3324) = -2.77099609375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3466) = 0.04443359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3348) = -1.97998046875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3100) = -2.283447265625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3209) = -3.53662109375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3165) = -2.907958984375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3325) = -2.717529296875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3467) = 0.012451171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3143) = -2.8984375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3349) = -1.7861328125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3101) = -2.488525390625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3166) = -2.90234375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3210) = -3.5380859375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3326) = -2.967529296875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3468) = 0.00390625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3144) = -3.048095703125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3350) = -1.849853515625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3102) = -2.489990234375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3211) = -3.5390625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3469) = -0.003173828125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3167) = -2.938232421875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3145) = -2.939697265625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3327) = -2.5498046875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3351) = -1.831787109375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3470) = 0.0546875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3212) = -3.574951171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3103) = -2.55419921875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3146) = -2.985107421875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3168) = -2.95263671875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3328) = -2.602783203125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3352) = -1.826171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3471) = 0.006103515625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3329) = -2.749755859375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3147) = -3.063232421875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3104) = -2.39208984375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3353) = -1.835693359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3169) = -3.03369140625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3213) = -3.472412109375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3472) = -0.015625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3330) = -2.71142578125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3354) = -1.831298828125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3105) = -2.457275390625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3148) = -3.09912109375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3170) = -3.121826171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3214) = -3.4443359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3473) = -0.00244140625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3331) = -2.52294921875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3355) = -1.81689453125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3149) = -3.039794921875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3171) = -3.05615234375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3215) = -3.564453125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3106) = -2.348876953125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3356) = -1.788818359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3332) = -2.564453125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3474) = 0.01806640625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3172) = -3.128173828125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3216) = -3.5419921875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3150) = -3.08056640625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3107) = -2.282470703125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3475) = -0.037353515625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3333) = -2.726318359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3357) = -1.873291015625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3173) = -3.078125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3217) = -3.5556640625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3151) = -2.903076171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3108) = -2.294921875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3476) = 0.015869140625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3358) = -1.83837890625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3334) = -2.646728515625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3218) = -3.57421875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3174) = -2.98095703125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3152) = -2.927001953125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3109) = -2.22314453125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3477) = -0.007568359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3335) = -2.7294921875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3175) = -3.016845703125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3219) = -3.406494140625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3359) = -1.56396484375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3153) = -2.99951171875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3478) = -0.092529296875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3110) = -2.1376953125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3336) = -2.855712890625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3176) = -3.13818359375
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3360) = -1.484619140625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3220) = -3.4716796875
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3154) = -3.064453125
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3479) = 0.035400390625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3111) = -2.3955078125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3337) = -2.992431640625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3361) = -1.85595703125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3177) = -2.988037109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3221) = -3.566162109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3480) = -0.053466796875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3155) = -2.87841796875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3338) = -2.84765625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3112) = -2.37548828125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3178) = -3.00439453125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3362) = -1.807861328125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3222) = -3.536376953125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3481) = -0.015869140625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3156) = -2.892333984375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3113) = -2.441162109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3339) = -2.833251953125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3363) = -1.670654296875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3223) = -3.435791015625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3179) = -3.171142578125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3482) = 0.007568359375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3157) = -2.877197265625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3340) = -2.802978515625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3114) = -2.487548828125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3364) = -1.655029296875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3224) = -3.41357421875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3483) = -0.027587890625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3180) = -3.09423828125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3341) = -2.508056640625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3158) = -2.93701171875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3365) = -1.533203125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3225) = -3.652099609375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3115) = -2.189453125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3484) = 0.04931640625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3181) = -3.0908203125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3342) = -2.632080078125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3159) = -3.00537109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3366) = -1.5244140625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3116) = -2.133544921875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3226) = -3.728271484375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3182) = -3.088134765625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3485) = -0.018310546875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3343) = -2.96044921875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3160) = -2.979736328125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3367) = -1.863037109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3227) = -3.310791015625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3117) = -2.539306640625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3486) = -0.030517578125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3344) = -2.936279296875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3183) = -2.9013671875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3161) = -2.8193359375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3118) = -2.530029296875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3368) = -1.935791015625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3487) = 0.006103515625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3228) = -3.36669921875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3184) = -2.900634765625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3345) = -2.80810546875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3162) = -2.9794921875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3369) = -1.762939453125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3488) = 0.025146484375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3119) = -2.316162109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3229) = -3.53662109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3185) = -3.15673828125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3370) = -1.869140625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3346) = -2.867431640625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3163) = -2.9892578125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3489) = 0.022705078125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3120) = -2.3232421875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3230) = -3.425537109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3186) = -3.224609375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3371) = -1.918212890625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3347) = -2.467041015625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3164) = -2.908935546875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3121) = -2.373291015625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3490) = -0.006103515625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3187) = -2.86083984375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3372) = -1.929931640625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3231) = -3.379150390625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3348) = -2.593017578125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3491) = 0.010498046875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3122) = -2.334716796875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3165) = -2.972900390625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3232) = -3.515380859375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3349) = -2.7939453125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3188) = -2.84228515625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3373) = -1.78662109375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3492) = 0.052734375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3166) = -3.095947265625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3123) = -2.29736328125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3189) = -3.02197265625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3350) = -2.88232421875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3233) = -3.43994140625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3374) = -1.84765625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3493) = 0.029052734375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3167) = -2.98486328125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3124) = -2.25341796875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3351) = -2.705810546875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3234) = -3.44384765625
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3375) = -1.724365234375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3494) = 0.010986328125
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3168) = -3.047607421875
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3125) = -2.2734375
[2025-10-05 22:40:47] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3352) = -2.599853515625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3495) = -0.021240234375
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3235) = -3.315185546875
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3376) = -1.72314453125
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3169) = -3.04443359375
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3126) = -2.2880859375
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3353) = -2.81005859375
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3496) = 0.0400390625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3377) = -1.63427734375
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3236) = -3.127685546875
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3127) = -2.429931640625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3170) = -3.02197265625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3354) = -2.842529296875
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3497) = -0.000244140625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3237) = -3.4619140625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3378) = -1.744140625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3355) = -2.748046875
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3498) = -0.002197265625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3128) = -2.382080078125
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3171) = -2.915283203125
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3190) = -2.96728515625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3238) = -3.59423828125
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3379) = -1.557861328125
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3499) = 0.021728515625
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3356) = -2.842529296875
[2025-10-05 22:40:48] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3129) = -2.4677734375
